"species_id","name","date","lat","lon"
4240,"Eurasian Blackbird","2022-11-16",47.11921,8.1843
4240,"Eurasian Blackbird","2022-11-16",47.16828,8.10579
5030,"White Wagtail","2022-11-17",47.1269,8.19043
3800,"Eurasian Blue Tit","2022-11-22",47.12585,8.19016
4240,"Eurasian Blackbird","2022-11-22",47.12359,8.18677
3800,"Eurasian Blue Tit","2022-11-23",47.12502,8.19858
5030,"White Wagtail","2022-11-23",47.12134,8.19927
5030,"White Wagtail","2022-11-24",47.12697,8.19098
3800,"Eurasian Blue Tit","2022-11-27",47.15723,8.12331
4240,"Eurasian Blackbird","2022-11-27",47.15224,8.12314
4240,"Eurasian Blackbird","2022-11-27",47.15262,8.12349
5030,"White Wagtail","2022-11-27",47.15017,8.12483
4240,"Eurasian Blackbird","2022-11-27",47.16195,8.11214
5030,"White Wagtail","2022-11-27",47.1628,8.10994
4240,"Eurasian Blackbird","2022-11-27",47.17009,8.12453
3800,"Eurasian Blue Tit","2022-11-27",47.17172,8.12085
3800,"Eurasian Blue Tit","2022-11-29",47.12446,8.19897
4240,"Eurasian Blackbird","2022-11-30",47.13839,8.21099
4240,"Eurasian Blackbird","2022-11-30",47.13838,8.20875
3800,"Eurasian Blue Tit","2022-11-30",47.13736,8.21116
4240,"Eurasian Blackbird","2022-12-01",47.12329,8.18769
3800,"Eurasian Blue Tit","2022-11-30",47.12441,8.19898
3800,"Eurasian Blue Tit","2022-12-01",47.12436,8.19905
5030,"White Wagtail","2022-12-01",47.12496,8.19831
5030,"White Wagtail","2022-12-01",47.12136,8.20035
4240,"Eurasian Blackbird","2022-12-04",47.12567,8.18943
3800,"Eurasian Blue Tit","2022-12-04",47.12414,8.18954
4240,"Eurasian Blackbird","2022-12-04",47.12372,8.18652
4240,"Eurasian Blackbird","2022-12-04",47.12515,8.188
5030,"White Wagtail","2022-12-04",47.12308,8.18965
4240,"Eurasian Blackbird","2022-12-04",47.12422,8.18698
3800,"Eurasian Blue Tit","2022-12-04",47.12718,8.19275
3800,"Eurasian Blue Tit","2022-12-04",47.12515,8.188
3800,"Eurasian Blue Tit","2022-12-04",47.1248,8.18756
3800,"Eurasian Blue Tit","2022-12-04",47.1262,8.19118
3800,"Eurasian Blue Tit","2022-12-04",47.12293,8.18831
4240,"Eurasian Blackbird","2022-12-04",47.12548,8.18888
3800,"Eurasian Blue Tit","2022-12-04",47.12383,8.18698
4240,"Eurasian Blackbird","2022-12-06",47.15414,8.11699
4240,"Eurasian Blackbird","2022-12-06",47.13923,8.20991
3800,"Eurasian Blue Tit","2022-12-06",47.13885,8.20995
4240,"Eurasian Blackbird","2022-12-06",47.13905,8.2107
4240,"Eurasian Blackbird","2022-12-06",47.13794,8.20797
3800,"Eurasian Blue Tit","2022-12-09",47.12441,8.19917
5030,"White Wagtail","2022-12-12",47.1227,8.1878
3800,"Eurasian Blue Tit","2022-12-13",47.12297,8.19373
4240,"Eurasian Blackbird","2022-12-13",47.1716,8.09965
4240,"Eurasian Blackbird","2022-12-13",47.12588,8.18985
5030,"White Wagtail","2022-12-13",47.12245,8.18758
4240,"Eurasian Blackbird","2022-12-13",47.11638,8.19459
4240,"Eurasian Blackbird","2022-12-13",47.12297,8.19373
4240,"Eurasian Blackbird","2022-12-14",47.12521,8.18787
5030,"White Wagtail","2022-12-14",47.12586,8.18973
3800,"Eurasian Blue Tit","2022-12-14",47.1167,8.19151
4240,"Eurasian Blackbird","2022-12-14",47.11608,8.19527
5030,"White Wagtail","2022-12-14",47.12111,8.18627
4240,"Eurasian Blackbird","2022-12-14",47.12029,8.18526
4240,"Eurasian Blackbird","2022-12-14",47.11768,8.1831
4240,"Eurasian Blackbird","2022-12-14",47.11828,8.18279
4240,"Eurasian Blackbird","2022-12-14",47.12591,8.19305
3800,"Eurasian Blue Tit","2022-12-14",47.11828,8.18279
5030,"White Wagtail","2022-12-16",47.12632,8.19371
5030,"White Wagtail","2022-12-21",47.17434,8.09224
